kontostand,dauer,kredithistorie,zweck,kreditbetrag,ersparnisse,beschaeftigt_seit,rate_vs_einkommen,geschlecht,mitschuldner,meldeadresse_seit,vermoegen,alter,verpflichtungen,wohnung,bestehende_kredite,job,unterhaltspflichtig,telefon,ergebnis,status
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,4169,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,4,Immobilien,28,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1521,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,31,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,geschieden / getrennt
unter 200 DM,24,Kritisches Konto / Kredite bei anderer Bank,Ausbildung,5743,weniger als 100,weniger als 1 Jahr,2,weiblich,keine,4,unbekannt / kein Vermoegen,24,keine,kostenlos,2,Facharbeiter / Beamter,1,ja,1,single
im Dispo,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3599,weniger als 100,zwischen 4 und 7 Jahren,1,weiblich,keine,4,Auto,26,keine,Miete,1,ungelernt / angestellt,1,nein,1,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3213,zwischen 500 und 1.000,weniger als 1 Jahr,1,maennlich,keine,3,unbekannt / kein Vermoegen,25,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,4439,weniger als 100,laenger als 7 Jahre,1,maennlich,weiterer Kreditnehmer,1,unbekannt / kein Vermoegen,33,Bank,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
mehr als 200 DM,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3949,weniger als 100,weniger als 1 Jahr,1,maennlich,Buerge,1,Immobilien,37,keine,Eigentum,1,ungelernt / angestellt,2,nein,1,single
Kein Konto,15,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1459,weniger als 100,zwischen 1 und 4 Jahren,4,weiblich,keine,2,Auto,43,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
unter 200 DM,13,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,882,weniger als 100,weniger als 1 Jahr,4,maennlich,Buerge,4,unbekannt / kein Vermoegen,23,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3758,zwischen 500 und 1.000,arbeitslos,1,weiblich,keine,4,unbekannt / kein Vermoegen,23,keine,Miete,1,ungelernt/nicht angestellt,1,nein,1,single
Kein Konto,6,Bestehender Kredit wird puenktlich bedient,Geschaeft,1743,zwischen 100 und 500,zwischen 1 und 4 Jahren,1,maennlich,keine,2,unbekannt / kein Vermoegen,34,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
unter 200 DM,9,Kritisches Konto / Kredite bei anderer Bank,Ausbildung,1136,ueber 1.000,laenger als 7 Jahre,4,maennlich,keine,3,unbekannt / kein Vermoegen,32,keine,kostenlos,2,Facharbeiter / Beamter,2,nein,2,single
Kein Konto,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Haushaltsgeraete,1236,weniger als 100,weniger als 1 Jahr,1,weiblich,keine,4,unbekannt / kein Vermoegen,23,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,959,weniger als 100,zwischen 1 und 4 Jahren,1,weiblich,keine,2,Auto,29,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,3229,unbekannt / kein Konto,arbeitslos,2,maennlich,keine,4,unbekannt / kein Vermoegen,38,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
im Dispo,12,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,6199,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Immobilien,28,keine,Miete,2,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,727,zwischen 500 und 1.000,laenger als 7 Jahre,4,maennlich,keine,4,unbekannt / kein Vermoegen,46,keine,kostenlos,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1246,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,2,unbekannt / kein Vermoegen,23,Laden,Eigentum,1,ungelernt / angestellt,1,nein,2,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,2331,unbekannt / kein Konto,laenger als 7 Jahre,1,maennlich,weiterer Kreditnehmer,4,unbekannt / kein Vermoegen,49,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,36,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,4463,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,26,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,776,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,28,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
im Dispo,30,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2406,weniger als 100,zwischen 4 und 7 Jahren,4,weiblich,keine,4,unbekannt / kein Vermoegen,23,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Ausbildung,1239,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,61,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,1,single
mehr als 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3399,unbekannt / kein Konto,laenger als 7 Jahre,2,maennlich,keine,3,Auto,37,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
mehr als 200 DM,12,Bestehender Kredit wird puenktlich bedient,Neuwagen,2247,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,2,Auto,36,Laden,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,6,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1766,weniger als 100,zwischen 1 und 4 Jahren,1,maennlich,keine,2,Immobilien,21,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2473,weniger als 100,arbeitslos,4,maennlich,keine,1,Auto,25,keine,Eigentum,1,ungelernt/nicht angestellt,1,nein,2,single
Kein Konto,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,1542,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,4,Auto,36,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,3850,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,1,Auto,27,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
im Dispo,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3650,weniger als 100,weniger als 1 Jahr,1,weiblich,keine,4,Auto,22,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3446,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,2,Auto,42,keine,Eigentum,1,Facharbeiter / Beamter,2,nein,2,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,3001,weniger als 100,zwischen 4 und 7 Jahren,2,weiblich,keine,4,unbekannt / kein Vermoegen,40,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3079,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,6070,weniger als 100,laenger als 7 Jahre,3,maennlich,keine,4,Auto,33,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,10,Kritisches Konto / Kredite bei anderer Bank,Moebel,2146,weniger als 100,weniger als 1 Jahr,1,weiblich,keine,3,unbekannt / kein Vermoegen,23,keine,Miete,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,60,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,13756,unbekannt / kein Konto,laenger als 7 Jahre,2,maennlich,keine,4,unbekannt / kein Vermoegen,63,Bank,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
unter 200 DM,60,keine Kredite/puenktliche Zahlung,Anderes,14782,zwischen 100 und 500,laenger als 7 Jahre,3,weiblich,keine,4,unbekannt / kein Vermoegen,60,Bank,kostenlos,2,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
im Dispo,48,keine Kredite/puenktliche Zahlung,Geschaeft,7685,weniger als 100,zwischen 4 und 7 Jahren,2,weiblich,Buerge,4,Auto,37,keine,Miete,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,18,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,2320,weniger als 100,arbeitslos,2,maennlich,keine,3,unbekannt / kein Vermoegen,34,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,7,Bestehender Kredit wird puenktlich bedient,Unterhaltungselektronik,846,unbekannt / kein Konto,laenger als 7 Jahre,3,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,kostenlos,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,14318,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,2,unbekannt / kein Vermoegen,57,keine,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,6,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,362,zwischen 100 und 500,zwischen 1 und 4 Jahren,4,weiblich,keine,4,Auto,52,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
im Dispo,20,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2212,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,keine,4,Auto,39,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,12976,weniger als 100,arbeitslos,3,weiblich,keine,4,unbekannt / kein Vermoegen,38,keine,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,22,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1283,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,weiblich,keine,4,Immobilien,25,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
mehr als 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1330,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,1,unbekannt / kein Vermoegen,26,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,30,Bestehender Kredit wird puenktlich bedient,Geschaeft,4272,zwischen 100 und 500,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Immobilien,26,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,2238,weniger als 100,zwischen 1 und 4 Jahren,2,weiblich,keine,1,Auto,25,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1126,unbekannt / kein Konto,weniger als 1 Jahr,4,weiblich,keine,2,unbekannt / kein Vermoegen,21,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,single
unter 200 DM,18,Kritisches Konto / Kredite bei anderer Bank,Moebel,7374,weniger als 100,arbeitslos,4,maennlich,keine,4,Immobilien,40,Laden,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
unter 200 DM,15,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,2326,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,2,maennlich,keine,4,Auto,27,Bank,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,1449,weniger als 100,zwischen 4 und 7 Jahren,3,weiblich,keine,2,Auto,27,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1820,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,keine,2,Immobilien,30,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,verheiratet / verwitwet
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,983,ueber 1.000,weniger als 1 Jahr,1,weiblich,keine,4,unbekannt / kein Vermoegen,19,keine,Miete,1,ungelernt / angestellt,1,nein,1,single
im Dispo,36,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3249,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,4,unbekannt / kein Vermoegen,39,Bank,kostenlos,1,"Management, selbstaendig, hochqualifiziert",2,ja,1,single
im Dispo,6,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1957,weniger als 100,zwischen 4 und 7 Jahren,1,weiblich,keine,4,Auto,31,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,9,Kritisches Konto / Kredite bei anderer Bank,Moebel,2406,weniger als 100,arbeitslos,2,maennlich,keine,3,Auto,31,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
unter 200 DM,39,Bestehender Kredit wird puenktlich bedient,Ausbildung,11760,zwischen 100 und 500,zwischen 4 und 7 Jahren,2,maennlich,keine,3,unbekannt / kein Vermoegen,32,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2578,weniger als 100,arbeitslos,3,weiblich,keine,4,unbekannt / kein Vermoegen,55,keine,kostenlos,1,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
im Dispo,36,Kritisches Konto / Kredite bei anderer Bank,Moebel,2348,weniger als 100,zwischen 1 und 4 Jahren,3,maennlich,keine,2,Immobilien,46,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1223,weniger als 100,laenger als 7 Jahre,1,maennlich,keine,1,unbekannt / kein Vermoegen,46,keine,Miete,2,Facharbeiter / Beamter,1,nein,2,geschieden / getrennt
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1516,ueber 1.000,zwischen 1 und 4 Jahren,4,weiblich,keine,1,unbekannt / kein Vermoegen,43,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
Kein Konto,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1473,weniger als 100,weniger als 1 Jahr,3,maennlich,keine,4,unbekannt / kein Vermoegen,39,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
unter 200 DM,18,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,1887,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,4,unbekannt / kein Vermoegen,28,Bank,Eigentum,2,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,24,Bestehender Kredit wird puenktlich bedient,Geschaeft,8648,weniger als 100,weniger als 1 Jahr,2,maennlich,keine,2,Auto,27,Bank,Eigentum,2,Facharbeiter / Beamter,1,ja,2,single
Kein Konto,14,Bestehender Kredit wird puenktlich bedient,Neuwagen,802,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,27,keine,Eigentum,2,ungelernt / angestellt,1,nein,1,single
unter 200 DM,18,Bestehender Kredit wird puenktlich bedient,Neuwagen,2899,unbekannt / kein Konto,laenger als 7 Jahre,4,maennlich,keine,4,Auto,43,keine,Eigentum,1,Facharbeiter / Beamter,2,nein,1,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,2039,weniger als 100,weniger als 1 Jahr,1,maennlich,keine,1,Immobilien,22,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,2,verheiratet / verwitwet
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,2197,unbekannt / kein Konto,zwischen 4 und 7 Jahren,4,maennlich,keine,4,Auto,43,keine,Eigentum,2,Facharbeiter / Beamter,2,ja,1,single
im Dispo,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1053,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,2,unbekannt / kein Vermoegen,27,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,verheiratet / verwitwet
Kein Konto,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,3235,zwischen 500 und 1.000,laenger als 7 Jahre,3,maennlich,keine,2,Auto,26,keine,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,ja,1,geschieden / getrennt
mehr als 200 DM,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,939,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,28,keine,Eigentum,3,Facharbeiter / Beamter,1,ja,2,verheiratet / verwitwet
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Unterhaltungselektronik,1967,weniger als 100,laenger als 7 Jahre,4,weiblich,keine,4,Auto,20,keine,Eigentum,1,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,33,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,7253,weniger als 100,zwischen 4 und 7 Jahren,3,maennlich,keine,2,Auto,35,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,12,Kritisches Konto / Kredite bei anderer Bank,Geschaeft,2292,weniger als 100,arbeitslos,4,maennlich,keine,2,Auto,42,Laden,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
Kein Konto,10,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1597,zwischen 500 und 1.000,zwischen 1 und 4 Jahren,3,maennlich,keine,2,unbekannt / kein Vermoegen,40,keine,Miete,1,ungelernt / angestellt,2,nein,1,single
im Dispo,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1381,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,weiblich,keine,2,Immobilien,35,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,36,Kritisches Konto / Kredite bei anderer Bank,Gebrauchtwagen,5842,weniger als 100,laenger als 7 Jahre,2,maennlich,keine,2,Immobilien,35,keine,Eigentum,2,Facharbeiter / Beamter,2,ja,1,single
im Dispo,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,2579,weniger als 100,weniger als 1 Jahr,4,maennlich,keine,1,unbekannt / kein Vermoegen,33,keine,Eigentum,1,ungelernt / angestellt,2,nein,2,single
im Dispo,18,Bestehender Kredit wird puenktlich bedient,Ausbildung,8471,unbekannt / kein Konto,zwischen 1 und 4 Jahren,1,weiblich,keine,2,Auto,23,keine,Miete,2,Facharbeiter / Beamter,1,ja,1,single
Kein Konto,21,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,2782,zwischen 500 und 1.000,zwischen 4 und 7 Jahren,1,weiblich,keine,2,Auto,31,Bank,Eigentum,1,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,1042,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,weiblich,keine,2,Immobilien,33,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,2,single
Kein Konto,15,Alle Kredite bei dieser Bank puenktlich bezahlt,Neuwagen,3186,ueber 1.000,zwischen 4 und 7 Jahren,2,weiblich,keine,3,Auto,20,keine,Miete,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,2028,unbekannt / kein Konto,zwischen 1 und 4 Jahren,4,maennlich,keine,2,Auto,30,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
unter 200 DM,12,Kritisches Konto / Kredite bei anderer Bank,Neuwagen,958,weniger als 100,zwischen 4 und 7 Jahren,2,maennlich,keine,3,unbekannt / kein Vermoegen,47,keine,Eigentum,2,ungelernt / angestellt,2,nein,1,single
Kein Konto,21,Bestehender Kredit wird puenktlich bedient,Moebel,1591,zwischen 100 und 500,zwischen 4 und 7 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,34,keine,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,nein,1,single
unter 200 DM,12,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,2762,unbekannt / kein Konto,laenger als 7 Jahre,1,weiblich,keine,2,Immobilien,25,Bank,Eigentum,1,Facharbeiter / Beamter,1,ja,2,single
unter 200 DM,18,Alle Kredite bei dieser Bank puenktlich bezahlt,Gebrauchtwagen,2779,weniger als 100,zwischen 1 und 4 Jahren,1,maennlich,keine,3,Auto,21,keine,Miete,1,Facharbeiter / Beamter,1,ja,1,verheiratet / verwitwet
Kein Konto,28,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,2743,weniger als 100,laenger als 7 Jahre,4,maennlich,keine,2,Auto,29,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,18,Kritisches Konto / Kredite bei anderer Bank,Unterhaltungselektronik,1149,ueber 1.000,zwischen 1 und 4 Jahren,4,maennlich,keine,3,unbekannt / kein Vermoegen,46,keine,Eigentum,2,Facharbeiter / Beamter,1,nein,1,single
Kein Konto,9,Alle Kredite bei dieser Bank puenktlich bezahlt,Moebel,1313,weniger als 100,laenger als 7 Jahre,1,maennlich,keine,4,Auto,20,keine,Eigentum,1,Facharbeiter / Beamter,1,nein,1,single
im Dispo,18,Kritisches Konto / Kredite bei anderer Bank,Reparaturen,1190,weniger als 100,arbeitslos,2,weiblich,keine,4,unbekannt / kein Vermoegen,55,keine,kostenlos,3,ungelernt/nicht angestellt,2,nein,2,single
Kein Konto,5,Alle Kredite bei dieser Bank puenktlich bezahlt,Geschaeft,3448,weniger als 100,zwischen 4 und 7 Jahren,1,maennlich,keine,4,unbekannt / kein Vermoegen,74,keine,Eigentum,1,ungelernt / angestellt,1,nein,1,single
unter 200 DM,24,Alle Kredite bei dieser Bank puenktlich bezahlt,Anderes,11328,weniger als 100,zwischen 1 und 4 Jahren,2,maennlich,weiterer Kreditnehmer,3,Auto,29,Bank,Eigentum,2,"Management, selbstaendig, hochqualifiziert",1,ja,2,single
im Dispo,6,Kritisches Konto / Kredite bei anderer Bank,Moebel,1872,weniger als 100,arbeitslos,4,maennlich,keine,4,unbekannt / kein Vermoegen,36,keine,kostenlos,3,"Management, selbstaendig, hochqualifiziert",1,ja,1,single
Kein Konto,24,Kritisches Konto / Kredite bei anderer Bank,Reparaturen,2058,weniger als 100,zwischen 1 und 4 Jahren,4,maennlich,keine,2,unbekannt / kein Vermoegen,33,keine,Eigentum,2,Facharbeiter / Beamter,1,ja,1,geschieden / getrennt
